2023-11-30 08:59:00,425 [Worker-5: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-11-30 08:59:36,970 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2023-11-30 09:00:46,769 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755 [623])
2023-11-30 09:00:46,772 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755
2023-11-30 09:00:46,773 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\aether-connector-okhttp-0.17.8.jar
2023-11-30 09:00:46,774 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\aopalliance-1.0.jar
2023-11-30 09:00:46,774 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\commons-lang3-3.12.0.jar
2023-11-30 09:00:46,775 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\guice-5.1.0.jar
2023-11-30 09:00:46,775 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\jansi-2.4.0.jar
2023-11-30 09:00:46,776 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-artifact-3.9.4.jar
2023-11-30 09:00:46,776 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-builder-support-3.9.4.jar
2023-11-30 09:00:46,777 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-compat-3.9.4.jar
2023-11-30 09:00:46,777 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-core-3.9.4.jar
2023-11-30 09:00:46,778 [Worker-4: Launching mavenrun-401e7c39-edd4-4588-8733-aef7568e91c9] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Lenovo\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.400.20230826-0755\jars\maven-embedder-3.9.4.jar
